context,question,answer
"Bled el Gaada is a Roman era ruins just outside of Ouijda.[citation needed] The ruins consist of a Roman Castra fort 175m by 210m.[12]
",Question: What is the significance of the Roman Castra fort in the passage?,Answer: The Roman Castra fort was built to protect the city of Ouijda from potential attacks by the Gaada tribe. It was constructed during the 1st century AD and was in use until the 3rd century AD. The fort was made of stone and was surrounded by a moat filled with water. It was a formidable structure that played a significant role in the defense of the city.
"Gharnati refers to a variety of music originating in Andalusia. Its name was derived from the Arabic name of the Spanish city of Granada. Gharnati constitutes the musical mode mostly used in Oujda, where besides this musical kind is omnipresent and where each year in June the International Festival of Gharnati music is held.
",Question: What is the origin of the name Gharnati?,"Answer: Gharnati is derived from the Arabic name of the Spanish city of Granada, which is known for its musical heritage."
"Reggada Music is a major traditional music movement. Its a Moroccan Amazigh ancient musical genre and traditional war dance from the Beni Znassen/Aït Iznasen tribes of north-east Morocco (Provinces of Oujda, Berkane and Taourirt), more precisely coming from the village called Ain-Reggada. This dance used to celebrate and emulate victory of a battle. This music has now become part of the global music sphere.[citation needed]
",Question: What is the significance of the Reggada Music in the cultural heritage of the Beni Znassen/Aït Iznasen tribes of Morocco?,"Answer: The Reggada Music is a significant part of the cultural heritage of the Beni Znassen/Aït Iznasen tribes of Morocco. It is a traditional music genre that has been passed down from generation to generation, and is still performed at important events, such as weddings and other celebrations. The music is deeply rooted in the tribe's history and identity, and is seen as a way to preserve their traditions and heritage. The dance is also an important part of their celebrations, and is used to commemorate and emulate the victory of a battle."
"Oujda is also famous by the music of Raï.
",Question: What is the connection between Oujda and Raï music?,"Answer: Oujda is a city in the region of Western Morocco, where Raï music originated. The city has been a major center of Raï music since the 1950s, and many famous Moroccan singers have come from Oujda."
"The province is divided administratively into the following:[13]
",Question: Which province in China is divided administratively into 13 sub-provinces?,"Answer: The province is divided administratively into 13 sub-provinces, namely Anhui, Beijing, Chongqing, Fujian, Gansu, Guangdong, Guizhou, Hainan, Heilongjiang, Hunan, Jiangxi, Jilin, Liaoning, and Zhejiang."
"Tourists aiming at Saïdia, bordering the Mediterranean, transit to Oujda's airport. The city is served by Angads Airport, which has connecting international flights to Lisbon, Brussels, Madrid, Marseille or Paris for example, as well as domestic flights to Casablanca.
","Question: What is the main airport serving Saïdia, bordering the Mediterranean?",Answer: Angads Airport.
"The city is the endpoint of the main railroad from Casablanca via Fes and Taourirt before the border with Algeria. There are several day and night trains to and from the city, linking it to the western part of the country. 
","Question: What is the main railroad from Casablanca to the city, and what is its endpoint?","Answer: The main railroad from Casablanca to the city is called the 'Chemin de Fer' (railway), and its endpoint is the city of Oualili."
"The Oriental Desert Express was originally built in the 1920s and 1930s as part of the Mediterranean–Niger Railway. One of its cars, the historical ""prince's wagon"" passenger car runs now twice annually. Outside camera shots of the Oriental Desert Express were featured in the 2015 James Bond film Spectre.[14]
","Question: What is the historical ""prince's wagon"" passenger car?","Answer: The historical ""prince's wagon"" passenger car is a type of carriage that was once used on the Oriental Desert Express. It was designed to transport the ruler of the Ottoman Empire and his entourage in comfort and style."
"Oujda has a strategic importance because of its location on the border. There are many economic and natural resources, however, problems of overpopulation of the city and increase in unemployment rate up to 18% of the 11% on the national level has led to migration to foreign countries go up to 28.3% of the national total.
",Question: What are the main economic and natural resources of Oujda?,"Answer: Oujda is rich in phosphate, which is a key element in the production of fertilizers and other products. It also has a significant amount of water resources, including a dam on the Oued Jdida river. Additionally, the city is home to a variety of ores, including iron, manganese, and copper."
"Oujda relies heavily on trading given its location near the borders of Algeria. The economy of the city is directly related to the border's condition as it represents a passage for businesses directed towards Fes in the west, Talmasan in the east, Figuig in the south and Melilla in the north. 
",Question: What are the primary economic activities in Oujda?,"Answer: Oujda's economy is largely dependent on trade, specifically with Algeria, as businesses in the city benefit from the passage of goods across the border. This has led to the development of industries such as textiles, leather goods, and food processing."
"On 18 March 2003, King Mohammed VI indicated the importance of reviving the economy of the Eastern regions of Morocco. In the context of this effort, Technopol Oujda was established and the region witnessed road improvement, airport expansion and other projects.
",Question: What were the specific projects undertaken by Technopol Oujda to improve the economy of the Eastern regions of Morocco?,"Answer: Technopol Oujda implemented various projects to boost the local economy, including the construction of a new airport, expansion of the existing airport, and the development of a new industrial zone. These projects created new job opportunities and attracted foreign investments, contributing to the overall growth of the region."
"The sports infrastructure in Oujda is composed of a municipal stadium, an Olympic venue, the Honneur Stadium of Oujda, built in 1976, the sports complex 'Rock' including a rugby stadium, a complex tennis in the park Lala Aicha, a golf course and two sports halls.
",Question: What is the main purpose of the Honneur Stadium in Oujda?,"Answer: The Honneur Stadium in Oujda is primarily used for soccer matches and other sports events. It is also the home stadium of the Oujda football club, the most popular sports team in the city."
"In 1957, MC Oujda (MCO) became the first football club to win the Throne Cup of Morocco, defeating the Wydad of Casablanca, a feat the club repeated the following year. In 1959, in its third successive appearance in the final, the club lost against FAR of Rabat. However, in MC Oujda's fourth successive final, the club defeated FUS Rabat. In 1962 MCO won its last Throne cup against the Kawkab Athletic Club of Marrakech.[15]
",Question: Who was the first Moroccan club to win the Throne Cup of Morocco?,Answer: MC Oujda (MCO)
"After ten years, MC Oujda came back to win in 1972 the Maghreb Cup,[citation needed] three years after it won The Botola Pro of Morocco.[16]
",Question: How many times has MC Oujda won the Maghreb Cup?,Answer: MC Oujda has won the Maghreb Cup a total of four times.
"US Musulmane d'Oujda, is another football club in Oujda.
",Question: What is the name of the other football club in Oujda?,Answer: The other football club in Oujda is called US Mouloudane.
"Arts & Cinema
",Question: What is the most iconic film of the 20th century?,"Answer: The most iconic film of the 20th century is arguably the 1939 classic, 'The Wizard of Oz.' It has been widely recognized as a timeless tale of the journey home, with its beloved characters, iconic songs, and memorable scenes. Its iconic status has been further cemented by its inclusion in the American Film Institute's list of the top 10 musicals of all time."
"Politics & Diplomats
",Question: Who is the current Secretary-General of the United Nations?,Answer: António Guterres.
"34°41′12″N 01°54′41″W﻿ / ﻿34.68667°N 1.91139°W﻿ / 34.68667; -1.91139
",Question: What is the population density of the area described in the passage?,"Answer: The population density of the area described in the passage is 1,000 people per square kilometer."
"Coup successful
",Question: What does 'coup successful' mean?,"Answer: A coup is a sudden and violent overthrow of a government or other power structure. In the context of the passage, it means that the coup was successful in achieving its goal."
"The Hafidiya (Arabic: الحفيظية) was a coup d'état in Morocco between 1907 and 1908 in which Abd al-Hafid seized power from his brother Abdelaziz.[1][2] Abd al-Hafid started his movement in Marrakesh in the aftermath of the Algeciras Conference, the French occupation of Oujda and of Casablanca and the gaining the support of Amazigh leaders in the south.[1][3] The Ulama of Fes supported Abdelhafid only with an unprecedented Conditioned Bay'ah, or pledge of allegiance.[1]
",Question: What were the main reasons behind the Hafidiya coup in Morocco?,"Answer: The Hafidiya coup was mainly due to the dissatisfaction of the Moroccan people with the French colonial rule, which led to a series of protests and uprisings. The discontent was further fueled by the French's decision to divide Morocco into two separate French protectorates, which led to the loss of political power and economic autonomy for the Moroccan people. Additionally, the Moroccan monarchy was seen as inefficient and corrupt, leading to a growing desire for change."
"The Algeciras Conference of 1906 had the effect of dividing Moroccans into supporters of either the Sultan Abdelaziz or his brother Abd al-Hafid into those calling for reform for jihad, respectively.[3]
",Question: What were the long-term consequences of the Algeciras Conference for Morocco?,"Answer: The Algeciras Conference had significant long-term consequences for Morocco. It led to the division of the country into two distinct camps: supporters of the Sultan Abdelaziz and his brother Abd al-Hafid, and those calling for reform for jihad. This division had significant political, social, and economic impacts on the country, which continue to be felt today."
"In May 1907, after France had occupied Oujda,[4] the southern aristocrats, led by the head of the Glaoua tribe, Si Elmadani El Glaoui, invited Abd al-Hafid, an elder brother of Abdelaziz and viceroy at Marrakesh, to become sultan, and on August 16, 1907, after the bombardment and occupation of Casablanca, Abdelhafid was proclaimed sovereign in Marrakesh with all of the usual formalities.[5][6]
",Question: What was the reason behind the French occupation of Oujda in 1907?,"Answer: The French occupation of Oujda in 1907 was due to the Moroccan resistance against French imperialism in the region. The Moroccan resistance was led by the Glaoua tribe, which had been in conflict with the French for several years. The French wanted to weaken the tribe and gain control over the region's resources, so they decided to occupy Oujda and install a puppet ruler."
"In September, Abd-el-Aziz arrived at Rabat from Fez and endeavoured to secure the support of the European powers against his brother. From France, he accepted the grand cordon of the Légion d’honneur and was later enabled to negotiate a loan. That was seen as leaning to Christianity and aroused further opposition to his rule.
","Question: How did Abd-el-Aziz's arrival in September 1926 affect his relations with the European powers?
","Answer: Abd-el-Aziz's arrival in September 1926 was met with mixed reactions from the European powers. Some saw it as a sign of his willingness to adopt a more moderate stance towards France, while others viewed it as a further indication of his leaning towards Christianity, which would have further strained his relations with the European powers."
"In January 1908, the Ulama of Fes led by Muhammad al-Kattani declared Abdelaziz deposed and they imposed a conditioned bay'ah on Abd al-Hafid.[5][1] The conditions for support included him to resume jihad, liberate Oujda and Casablanca, end the protégé system, restrict Europeans to port cities and consult the ummah in all major decisions.[1][7]
",Question: What were the conditions for Abd al-Hafid's support from the Ulama of Fes?,"Answer: The conditions for Abd al-Hafid's support included him to resume jihad, liberate Oujda and Casablanca, end the protégé system, restrict Europeans to port cities, and consult the ummah in all major decisions."
"The Battle of Marrakech took place on August 19, 1908 when supporters of Abd al-Hafid destroyed the mahalla [ar] of Abdelaziz on the road from Rabat to Marrakesh.[1] Abdelaziz fled to Casablanca, then occupied by the French.[1]
",Question: Who was Abdelaziz?,Answer: Abdelaziz was a Moroccan leader who fought against the French in the 20th century. He was a member of the Moroccan nationalist movement and led the Rif War.
"The French Arabic-language propaganda newspaper Es-Saada supported Abdelaziz[9] and attacked supporters of Abd al-Hafid, including Ma al-'Aynayn and Muhammad Bin Abd al-Kabir al-Kattani.[10][11][12] With French encouragement, supporters of Abdelaziz founded as-Sabaah (الصباح) in Tangier in 1904.[13][14]
","Question: Who was the founder of the Moroccan nationalist movement, and when did it begin?","Answer: The Moroccan nationalist movement was founded in 1904 by Abd al-Hafid, a Moroccan writer and poet."
"In early 1908, Abd al-Hafid's Makhzen purchased Lisan al-Maghrib (لسان المغرب), an arabophone newspaper;[15][16] it was run by two Lebanese brothers, Faraj-Allah and Artur Namor,[17] and it printed open letters to Abdelaziz and then Abd al-Hafid.[18]
","Question: Who were the two Lebanese brothers, Faraj-Allah and Artur Namor, that Abd al-Hafid purchased Lisan al-Maghrib from?",Answer: Faraj-Allah and Artur Namor were the two Lebanese brothers who founded and ran Lisan al-Maghrib.
"In 1908, Abd al-Hafid ordered the creation of the newspaper al-Fajar (الفجر), which would promote his views.[19] It published its first edition on June 27, 1908.[19]
","Question: Who was the editor-in-chief of the newspaper al-Fajar, which was created by Abd al-Hafid in 1908?","Answer: Abd al-Hafid himself was the editor-in-chief of the newspaper al-Fajar, which he created in 1908."
"The British press, or more specifically the London Times considered Abd al-Hafid's efforts to be a lost cause due to a number of military failures in May of 1908.[20] This was prior to al-Hafid's fortunes being reversed through the Battle of Marrakech.
","Question: What were the specific military failures that led the British press to consider Abd al-Hafid's efforts as a lost cause in May of 1908?
","Answer: The specific military failures that led the British press to consider Abd al-Hafid's efforts as a lost cause in May of 1908 were the failure of the Arab forces to capture the city of Marrakech, which was ultimately captured by the French in 1914."
"The countries signatory to the Treaty of Algeciras informed Abd-al-Hafid in a letter dated September 14, 1908 that they would not recognize him as the legitimate head of Morocco unless he complied with the terms of the treaty signed by his predecessor.[21]
",Question: What were the terms of the Treaty of Algeciras?,"Answer: The Treaty of Algeciras was signed on November 5, 1906, between Morocco and Spain. It established Morocco's independence and sovereignty over its territory, and recognized Spain's right to maintain a military presence in Morocco. It also established a joint commission to delimit the boundary between Morocco and Spanish Sahara, and provided for the establishment of a Moroccan representative in Spain."
"The Bombardment of Casablanca (Arabic: قصف الدار البيضاء; French: Le bombardement de Casablanca) was a French naval attack taking place from August 5 to 7 in 1907 that destroyed the Moroccan city of Casablanca.[1] France used mainly artillery fire from battleships to bomb the city and targets in the surrounding area, which caused an estimated 1,500 to 7,000 Moroccan deaths.[1] The bombardment of Casablanca opened a western front to the French conquest of Morocco after Hubert Lyautey's occupation of Oujda in the east earlier that year.
",Question: What was the main reason for the French bombardment of Casablanca in 1907?,"Answer: The main reason for the French bombardment of Casablanca in 1907 was to gain control of the Moroccan city and its port, which was strategically important for the French Navy. The French also wanted to expand their influence in Africa and gain access to its resources, including its oil fields."
"The bombardment came after an attack of tribesmen of the Shawiya opposed to the terms of the Treaty of Algeciras of 1906 to the French presence in the customs house and to the construction of a railroad over a sanctuary, specifically on European employees of the Compagnie Marocaine operating a Decauville train from a quarry in Roches Noires to the Port of Casablanca on July 30, 1907.[2] When the French cruiser Galilée disembarked a landing party of 75 soldiers on August 5, an insurrection broke out in the city.[2]
",Question: What were the terms of the Treaty of Algeciras of 1906?,"Answer: The Treaty of Algeciras was signed on July 25, 1906, between France and Morocco. It aimed to end the long-standing conflict between the two countries and to establish a new status quo in Morocco. The treaty granted France the right to maintain a military presence in Morocco, but it also required Morocco to grant French citizens the right to own land and to build railways and other infrastructure. The treaty also established a new Moroccan-French boundary, which excluded the area of the Western Sahara from Moroccan control."
"The Galilée and the Du Chayla bombarded the city with mélinite, an explosive substance containing picric acid that struck residential neighborhouods, particularly the Tnaker.[1][3][4]
",Question: What was the main cause of the Galilée and Du Chayla bombings in Beirut?,Answer: The main cause of the Galilée and Du Chayla bombings in Beirut was the ongoing civil war between the Lebanese government and the Hezbollah organization. The bombings were intended to weaken the government and force it to negotiate with Hezbollah.
"After capturing Oujda, French forces turned their sights to Casablanca, the domain of the tribes of the Chaouia that were known for producing soldiers.
",Question: What were the reasons behind the French forces' decision to target Casablanca?,"Answer: The French forces targeted Casablanca due to its strategic location on the Atlantic Ocean, its importance as a port, and its reputation as a center of tribal resistance. The Chaouia tribesmen were known for their military prowess, and the French hoped to exploit this advantage to gain control over the region."
"Five years before the French protectorate, Casablanca had been occupied, but the battles continued. Dozens of battles took place within the city, in the periphery and finally deeper into the Chaouia.
",Question: What were the main reasons behind the French protectorate in Casablanca?,"Answer: The French established their protectorate in Casablanca to gain access to the rich resources of the region, including its phosphate deposits, which were essential for the production of fertilizers. Additionally, the French wanted to establish a foothold in North Africa and protect their Mediterranean trade routes."
"In 1907, the issue of French agents controlling customs duties and the start of intense, alienating and clearly-colonial construction came to a head.
",Question: What were the specific consequences of the construction of the French customs posts in Algeria?,"Answer: The construction of the French customs posts in Algeria led to the displacement of the native population, the confiscation of their land and resources, and the imposition of French rule and culture. This resulted in widespread resistance and violence, which fueled the Algerian nationalist movement."
"On July 29, a delegation of Chaouia tribes presented itself to Moulay Lamine, the governor of the province and uncle of Morocco's young sultan, Abdelaziz El-Alawi, with the desire to demolish the works under way. Another delegation met with the city's pasha, Si Boubker Ben Bouzid Slaoui to protest and demand an end to the construction on the port, the destruction of the railroad and the removal of the French supervisors at the customs house. On July 30, the turmoil in the city increased. In the morning, a public crier sent by the Oulad Hriz tribe called the population to end all relations with the French.
","Question: What were the specific demands of the Chaouia tribes regarding the construction of the port, the destruction of the railroad and the removal of the French supervisors at the customs house?
","Answer: The Chaouia tribes demanded the immediate cessation of all construction works on the port, the destruction of the railroad, and the removal of the French supervisors from the customs house. They also called for the release of their imprisoned members and the payment of compensation for the damages caused by the French to their lands and properties."
"Hajj Hammou [ar; fr], the qa'id of the Oulad Hriz tribe, called for jihad and prepared for battle with the French and the Spanish and their associates. People of the Chaouia took to the streets and violence broke out that afternoon, which led leading to the death of nine European labourers working for the Compagnie Marocaine, the French company that was chosen to build the port. The protesters stopped the train, the tracks of which ran over the Sidi Belyout necropolis on the way to a quarry up the shore with a pile of rocks on the track, and attacked the European workers aboard: four French, three Italian and two Spanish.[6]
",Question: What led to the death of nine European labourers working for the Compagnie Marocaine?,"Answer: The death of the nine European labourers was caused by the violent protests that erupted in the Chaouia region of Morocco on the afternoon of 20 July 1955. The protesters were angered by the Compagnie Marocaine, the French company that was chosen to build the port, and they attacked the workers with rocks and other objects. The workers were killed in the ensuing chaos, and their deaths were later attributed to the violence that erupted in the region."
"After the insurrection of July 30, 1907, thousands of warriors from the Chaouia, apparently allied with Ma al-'Aynayn, took Casablanca. France was surprised because of poor intelligence and urgently sent for a fleet, which left from Algeria. Saint Aulaire, the diplomat in charge of the French Legation in Tangier, acted under instruction from Paris and called a number of warships to Casablanca, including the Linois-class cruiser Galilée, which was dispatched from Tangier that very night and arrived on August 1, and the cruiser Du Chayla, which arrived on August 4 from Toulon. The morning of August 5, 66 men disembarked from Galilée to protect the French consulate, a move that was criticised by other European powers present in Casablanca, as it aggravated the situation in the city.[7] Foreign warships arrived on the scene, including the British cruiser HMS Antrim[8] and the Spanish gunboat Álvaro de Bazán, which landed 30 men to protect the Spanish consulate.[8]
","Question: What were the reasons behind the French decision to send a fleet to Casablanca after the July 30 insurrection?
","Answer: The French government was concerned about the safety of their consulate in Casablanca, which was located in a potentially volatile area. The French government believed that the situation in Casablanca was becoming increasingly unstable, and that the French consulate needed additional protection. The French government also wanted to maintain their influence in Morocco and felt that the French presence in Casablanca was necessary to ensure their continued influence in the region."
"The French protected cruiser Forbin arrived from the Azores. In the late afternoon, once French forces had occupied the French, Swedish and Portuguese consulates in Casablanca by entering through the Portuguese consulate, Galilée commenced bombardment. On August 7, a French squadron coming from Algeria arrived: Gloire, Gueydon, Dupetit-Thouars, and Condé. It was soon joined by Jeanne d'Arc, Nive, and the hospital ship Shamrock, transporting terrestrial forces.
",Question: What was the outcome of the bombardment of the French consulate in Casablanca by the French and the Portuguese?,Answer: The bombardment resulted in the destruction of the French consulate and the killing of several French and Portuguese civilians.
"Galilée and Gloire bombarded the qasbah causing numerous casualties: ""rebels"" and civilians alike. The working-class neighborhood Tnaker (تناكر), near the port, paid the heftiest price by taking shrapnel from shells filled with mélinite, a nitric compound that was adopted by the French government.[4] Houses of worship, including the great mosque and the sanctuary of the Mausoleum of Allal al-Qairawani, were not spared.
",Question: What were the immediate consequences of the Galilée and Gloire bombardments on the working-class neighborhood Tnaker?,"Answer: The bombardment caused numerous casualties, including civilians and rebels. The working-class neighborhood Tnaker, near the port, took the heaviest price by taking shrapnel from shells filled with mélinite, a nitric compound that was adopted by the French government."
"The gates to the medina were especially targeted to prevent the entrance of Chaoui combatants.
","Question: How did the gates of the medina prevent the entrance of Chaoui combatants?
","Answer: The gates of the medina were constructed with a specific design that made it difficult for Chaoui combatants to enter. The design included a raised edge that made it difficult for them to climb over, as well as a moat filled with water that served as a natural barrier. Additionally, the gates were guarded by Moroccan soldiers who were specifically trained to defend the medina against enemy attacks."
"The bombardment continued through the night and into the morning of August 6, with 31 soldiers disembarking from Du Chayla and 44 from Forbin. The Moroccans, despite the considerable losses suffered from the incessant bombardment, continued to fight, which inspired unease within the French troops. The squadron of Rear-Admiral Joseph-Alphonse Philibert brought General Antoine Drude's troops, including French and Algerian tirailleurs, to shore at the beach of Sidi Belyout, where they were met with Moroccan fire.
",Question: What inspired unease within the French troops during the bombardment?,"Answer: The losses suffered from the incessant bombardment, which led to a feeling of vulnerability among the French troops."
"On August 7, the disembarked troops of General Drude and the marine riflemen of Philibert, after fierce combat, retook control of the city.[9] According to eyewitnesses and diplomatic sources, a ""revolution"" seemed to have started in Morocco. Some had the premonition that was only the beginning of a long war between the French and the Moroccans.
","Question: What was the outcome of the battle between the French and the Moroccans on August 7, 1955?","Answer: The battle resulted in a decisive victory for the Moroccan forces, led by General Drude, over the French troops, led by General de Gaulle. The French were forced to retreat and abandon their positions in Morocco, marking the end of their military presence in the country."
"Over three days of bombs raining down from the French warships, followed by carnage and pillaging from troops on the ground, what had been a prosperous city of 30,000 inhabitants was transformed into a field of rubble with nothing spared except for the European neighbourhood.
",Question: What was the name of the city that was transformed into a field of rubble during the French wars?,Answer: The city was Toulouse.
"French sources put the death toll at a conservative 600 to 1,500, but German sources estimate 2,000 to 3,000. Moroccan sources, supported by European testimonies, attest that only a few rare inhabitants of the city survived after the carnage.
",Question: What was the estimated death toll of the 1955 Casablanca earthquake?,"Answer: The estimated death toll of the 1955 Casablanca earthquake was 600 to 1,500, with a total of 2,000 to 3,000 reported injuries."
"On September 6, the commercial ship Magnus[10] brought the 400 Jews who had fled at the beginning of the insurrection back to Casablanca from Tangier and Gibraltar.
",Question: How many Jews were on the ship Magnus?,Answer: There were approximately 400 Jews on the ship Magnus.
"Photograph of Galilée, a Linois-class cruiser.
",Question: What type of ship is Galilée?,Answer: Galilée is a Linois-class cruiser.
"The Sqala of Casablanca after the bombardment.
",Question: What was the condition of the Sqala after the bombardment in Casablanca?,"Answer: The Sqala was in ruins, with many buildings and infrastructure destroyed. The once-bustling marketplace was now a ghost town, with only a few vendors selling their wares amidst the debris. The air was thick with dust, and the only sound that could be heard was the occasional creaking of metal and the distant rumble of artillery."
"Moroccan artillery destroyed by French artillery shells
",Question: What type of artillery shells were used by the French to destroy Moroccan artillery?,Answer: French artillery used 155 mm APDS shells to destroy Moroccan artillery.
"The qasbah destroyed by artillery shells[12]
",Question: What caused the destruction of the qasbah?,Answer: The qasbah was destroyed by artillery shells fired by the opposing army during a military conflict.
"Nive on the rocks near Casablanca 31 December 1907
",Question: What type of rock formations are found near Casablanca?,"Answer: The rock formations near Casablanca are mainly composed of sandstone and limestone, which are sedimentary rocks. These rocks are often found in coastal areas and are characterized by their distinct layering and distinct colors."
"The Treaty between France and Spain regarding Morocco was signed on 27 November 1912 by French and Spanish heads of state, establishing de jure a Spanish Zone of influence in northern and southern Morocco, both zones being de facto under Spanish control,[1] while France was still regarded as the protecting power as it was the sole occupying power to sign the Treaty of Fez.
",Question: What was the Treaty of Fez between France and Spain regarding Morocco?,"Answer: The Treaty of Fez was signed on 27 November 1912 by French and Spanish heads of state, establishing de jure a Spanish Zone of influence in northern and southern Morocco, both zones being de facto under Spanish control."
"The northern part was to become the zone of the Spanish protectorate in Morocco with its capital in Tetuan, while the southern part was ruled from El Aiun as a buffer zone between the Spanish Colony of Rio de Oro and French Morocco.
",Question: What was the purpose of the Spanish protectorate in Morocco?,"Answer: The Spanish protectorate in Morocco was established to maintain Spanish influence and control over the region, especially after the decline of the Ottoman Empire. It was also meant to protect the Spanish from potential threats from the French, who were expanding their influence in North Africa."
"The treaty was signed by the Spanish Minister of State [es] García Prieto and the French ambassador Léon Geoffray at the Santa Cruz Palace in Madrid on November 27, 1912.[2]
",Question: Who were the main negotiators for the Treaty of the Pyrenees?,Answer: The main negotiators for the Treaty of the Pyrenees were the Spanish Minister of State [es] García Prieto and the French ambassador Léon Geoffray.
This France-related article is a stub. You can help Wikipedia by expanding it.,Question: What is the capital of France?,Answer: Paris is the capital of France.
This Spain-related article is a stub. You can help Wikipedia by expanding it.,Question: What is the capital city of Spain?,Answer: Madrid is the capital city of Spain.
"The Fes Riots, also known as the Fes Uprising or Mutiny (from Arabic: انتفاضة فاس, Intifadat Fes), the Tritl (Hebrew: התריתל, among the Jewish community) and the Bloody Days of Fes (from French: Les Journées Sanglantes de Fès) were riots which started April 17, 1912 in Fes, the then-capital of Morocco, when French officers announced the measures of the Treaty of Fes, which created the French protectorate in Morocco.[1]
",Question: What were the main causes of the Fes Riots?,"Answer: The main causes of the Fes Riots were the French measures of the Treaty of Fes, which created the French protectorate in Morocco, and the discontent of the Moroccan population over the French occupation and perceived cultural and religious oppression."
"The riots broke out shortly after the population of Fes learnt about the treaty, which they generally viewed as a betrayal by Sultan Abd al-Hafid, who had left Fes for Rabat to ensure his safety. After the riots he was forced to abdicate in favour of his brother Yusuf.[2]
",Question: Why did the riots break out in Fes after the population learned about the treaty?,"Answer: The riots broke out in Fes after the population learned about the treaty because they viewed the treaty as a betrayal by Sultan Abd al-Hafid, who had left Fes for Rabat to ensure his safety. After the riots, Sultan Yusuf was forced to abdicate in favour of his brother."
"Despite warnings of an uprising, most French troops left Fes, leaving behind 1,500 French troops and 5,000 Moroccan askars (local colonial infantrymen) commanded by French officers. On the morning of 17 April, the French officers announced the new measures to their askars. Many units immediately mutinied, causing a total loss of control.
",Question: What measures did the French officers take to prevent the mutinies?,"Answer: The French officers took several measures to prevent mutinies, including the implementation of a new system of rewards and punishments, the introduction of a new hierarchy of officers, and the reinforcement of the Moroccan askars."
"According to the report on the front page of Le Matin on April 19, 1912, the riots broke out in Fes at about 11:00 am Wednesday morning, April 17, 1912.[3] The rebels killed three wireless telegraphy workers and injured a fourth to cut connections with the outside world.[3] The sultan, Abdulhafid, was besieged by rebels at his palace.[3]
","Question: What caused the riots in Fes on April 17, 1912?","Answer: The riots were caused by the assassination of three wireless telegraphy workers and the injury of a fourth by the rebels, who aimed to cut off the sultan from the outside world."
"The soldiers attacked their French commanders, then left their barracks and attacked the European and Jewish quarters of the city. According to the Moroccan historian Mohammed Kenbib, ""the French commander, General Brulard, thinking that the Jews were supporting the insurgents, ordered his artillery to shell the mallāḥ, causing great devastation, and wounding and killing many people, both Jews and Muslims.""[4] The rebels surrendered after two days. The death toll included 66 Europeans, 42 Moroccan Jews and some 600 Moroccan Muslims.[5]
","Question: What were the reasons behind the attack on the French commanders and the European and Jewish quarters by the Moroccan rebels?
","Answer: The attack was motivated by a combination of factors, including the French military presence in Morocco, which the rebels saw as an extension of French colonialism, and the French's perceived support for Zionism. The Moroccan rebels also saw the French as oppressors of their country and wanted to drive them out. The attack was carried out as a form of retaliation for the French military's actions in the region."
"The first account of the riot was written by Hubert Jacques, a journalist at Le Matin, and a personal friend of Hubert Lyautey. The report was strongly critical of Eugène Regnault.[6] The same newspaper listed both Regnault and Lyautey among four candidates likely to be considered for the position of France's resident-general in Morocco.[7]
",Question: Who was Hubert Lyautey?,Answer: Hubert Lyautey was a French diplomat who served as the Resident-General of Morocco from 1956 to 1961. He was known for his efforts to modernize Morocco and to establish better relations between the country and France.
This massacre-related article is a stub. You can help Wikipedia by expanding it.,"Question: What is the significance of the 1994 Rwandan genocide?
","Answer: The 1994 Rwandan genocide was a horrific event in which approximately 800,000 Tutsis were killed by Hutus, a majority Hutu population. The killings were instigated by the Rwandan Patriotic Front, a Hutu-led militia group, and were carried out over a period of 100 days. The genocide was a significant turning point in the country's history, leading to the establishment of a new government and the implementation of various reforms."
"The Spanish occupation of Tangier(1940-1945) was a temporary enlargement of the Spanish Morocco during WW2
",Question: What was the main reason behind the Spanish occupation of Tangier during WW2?,"Answer: The main reason behind the Spanish occupation of Tangier during WW2 was to gain access to its port, which was strategically important for the Spanish during the war."
"During World War II, the Tangier International Zone was invaded and occupied by Francoist Spain. 
","Question: What was the significance of the Tangier International Zone during World War II?
","Answer: The Tangier International Zone was a strategic location for both the Allied and Axis forces during World War II. It was used as a base for the French resistance, and it also housed German and Italian troops. The zone was also a hub for intelligence gathering and communication, and it played a significant role in the overall outcome of the war."
"On 14 June 1940, a few days after the Italian declaration of war after the German invasion of France, Spain seized the opportunity and, amid the collapse of the French Third Republic, a contingent of 4,000 Moorish soldiers based in the Spanish Morocco occupied the Tangier International Zone, meeting no resistance.[1]
",Question: What was the reason behind the Spanish occupation of the Tangier International Zone on 14 June 1940?,"Answer: The reason behind the Spanish occupation of the Tangier International Zone on 14 June 1940 was to gain control of the Strait of Gibraltar, which was vital to the Spanish economy and trade."
"Historians claim that it was done with the excuse that it was a prevention of a possible Italian conquest of Tangier.
",Question: Why did the British build the Tangier fortifications?,"Answer: The British built the Tangier fortifications to protect their trade routes and maintain control over the city, which was strategically located on the Strait of Gibraltar."
"Despite the claim that the occupation was a ""provisional"" measure, the operation was the realization of a long-standing wish[2][n. 1] and prelude to a potential occupation of French Morocco that did not happen because Rabat ultimately rallied to the new Vichy regime.[4] The Mendoub, the sultan's representative, was expelled in March 1941, further undermining French influence in Tangier's affairs.[5]
",Question: What was the long-standing wish that the French occupation of Tangier was meant to fulfill?,"Answer: The long-standing wish was to establish a foothold in Morocco and gain access to its rich resources, including its Mediterranean coastline and its strategic location near Europe and the Middle East."
